registro_id,calle,altura,ciudad,barrio,latitud,longitud,distancia_corralon_km,direccion_osm,clave_direccion_fuente,frecuencia_direccion_fuente,estado_calidad,motivo_revision
DG-0090,La Cautiva,1363,Granadero Baigorria,Bon Vivant,-32.8545260,-60.7125890,1.093638,"La Cautiva, Bon Vivant, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",la cautiva|1363|granadero baigorria,4,APTO_ENTRENAMIENTO,
DG-0091,A. Roldan,3209,Roldán,No especificado,-32.9056587,-60.9138217,18.912944,"Molinos Benvenuto S.A., Roldán, Municipio de Roldán, Gran Rosario, Departamento San Lorenzo, Santa Fe, S2134, Argentina",a. roldan|3209|roldan,1,APTO_ENTRENAMIENTO,
DG-0092,Richieri,235,Fray Luis Beltrán,Granaderos,-32.7986377,-60.7248799,5.659531,"235, Richieri, Granaderos, Fray Luis Beltrán, Municipio de Fray Luis Beltrán, Gran Rosario, Departamento San Lorenzo, Santa Fe, 2156, Argentina",richieri|235|fray luis beltran,1,APTO_ENTRENAMIENTO,
DG-0093,Calle 6,2231,Granadero Baigorria,Los Robles,-32.8499263,-60.7070061,1.462415,"2231, Crucero General Belgrano, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 6|2231|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0094,Calle 1,362,Granadero Baigorria,Los Robles,-32.8500470,-60.7128305,0.919573,"362, Intendente Sorigotti, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 1|362|granadero baigorria,12,APTO_ENTRENAMIENTO,
DG-0095,Arcos,3228,Funes,Zona 2,-32.9304178,-60.8266535,13.238406,"Arcos del Sol, 3051, Lennox, La Cardera, Zona 2, Funes, Municipio de Funes, Gran Rosario, Departamento Rosario, Santa Fe, S2132, Argentina",arcos|3228|funes,1,APTO_ENTRENAMIENTO,
DG-0096,Baguales,3323,Granadero Baigorria,Lomas de Alicia,-32.8374458,-60.7188219,1.387394,"Baguales, Lomas de Alicia, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",baguales|3323|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0097,Calle 12,2342,Granadero Baigorria,Los Robles,-32.8491391,-60.7127462,0.926316,"2342, Calle 12, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 12|2342|granadero baigorria,3,APTO_ENTRENAMIENTO,
DG-0098,Calle 12,2461,Granadero Baigorria,Los Robles,-32.8469737,-60.7133997,0.908928,"2461, Calle 12, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 12|2461|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0099,6 de Enero,635,Granadero Baigorria,Los Robles,-32.8367167,-60.7153346,1.577378,"8 de Enero, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",6 de enero|635|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0100,Perito Moreno,566,Granadero Baigorria,No especificado,-32.8519500,-60.7156023,0.712724,"566, Perito Moreno, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",perito moreno|566|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0101,Jose Hernandez,1958,Granadero Baigorria,No especificado,-32.8554504,-60.7222756,0.662527,"1958, José Hernández, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",jose hernandez|1958|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0102,Pita,150,Funes,Kentucky,-32.9420807,-60.8326902,14.543911,"Ibira Pita, Kentucky, Zona 10, Funes, Municipio de Funes, Gran Rosario, Departamento Rosario, Santa Fe, S2132, Argentina",pita|150|funes,1,APTO_ENTRENAMIENTO,
DG-0103,Chaco,1118,Granadero Baigorria,Santa Rita,-32.8401483,-60.7030293,2.107659,"Chaco, Santa Rita, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",chaco|1118|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0104,Callao,2136,Granadero Baigorria,No especificado,-32.8534379,-60.7223596,0.438665,"2136, Callao, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",callao|2136|granadero baigorria,3,APTO_ENTRENAMIENTO,
DG-0105,Balcarce,1116,Granadero Baigorria,San Miguel,-32.8645949,-60.7202898,1.692865,"1116, Balcarce, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",balcarce|1116|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0106,Mitre,1263,Granadero Baigorria,San Miguel,-32.8619403,-60.7235898,1.385999,"1263, Mitre, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",mitre|1263|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0107,Calle 268,,Granadero Baigorria,Los Robles,-32.8495070,-60.7103375,1.150450,"268, Intendente Sorigotti, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 268||granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0108,Silvestre,3255,Granadero Baigorria,No especificado,-32.8515544,-60.7355108,1.222613,"Avenida Silvestre Begnis, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",silvestre|3255|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0109,Jose Hernandez,1842,Granadero Baigorria,No especificado,-32.8563779,-60.7220320,0.766919,"1842, José Hernández, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",jose hernandez|1842|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0110,Estanislao Lopez,2122,Granadero Baigorria,No especificado,-32.8535602,-60.7216385,0.461248,"2122, Estanislao López, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",estanislao lopez|2122|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0111,Parana,973,Rosario,Echesortu,-32.9391155,-60.6918588,10.371240,"973, Paraná, Echesortu, Distrito Centro, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, 2002, Argentina",parana|973|rosario,1,APTO_ENTRENAMIENTO,
DG-0112,Calle 12,2342,Granadero Baigorria,Los Robles,-32.8491391,-60.7127462,0.926316,"2342, Calle 12, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 12|2342|granadero baigorria,3,APTO_ENTRENAMIENTO,
DG-0113,San Bartolome,789,Rosario,Antártida Argentina,-32.9420736,-60.7376848,10.388897,"Colegio San Bartolomé, Bulevar Wilde, Área Productiva Ludueña, Antártida Argentina, Distrito Noroeste, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",san bartolome|789|rosario,1,APTO_ENTRENAMIENTO,
DG-0114,Eva Peron,3285,Granadero Baigorria,San Miguel,-32.8583409,-60.7125263,1.364214,"Eva Perón, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",eva peron|3285|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0115,Perito Moreno,580,Granadero Baigorria,No especificado,-32.8519999,-60.7158045,0.697498,"580, Perito Moreno, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",perito moreno|580|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0116,Estanislao Lopez,2147,Granadero Baigorria,No especificado,-32.8532712,-60.7217309,0.428029,"2147, Estanislao López, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",estanislao lopez|2147|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0117,San Martín,419,Rosario,La Florida,-32.8711247,-60.6996508,3.224527,"Avenida José de San Martín, La Florida, Celedonio Escalada, Distrito Norte, Rosario, Municipio de Rosario, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",san martin|419|rosario,1,APTO_ENTRENAMIENTO,
DG-0118,Los Álamos,8103,Ibarlucea,Autostrada,-32.8684649,-60.7293440,2.199400,"8103, Los Álamos, Autostrada, Ybarlucea, Municipio de Ybarlucea, Gran Rosario, Departamento Rosario, Santa Fe, S2142, Argentina",los alamos|8103|ibarlucea,1,APTO_ENTRENAMIENTO,
DG-0119,Matheu,2069,Rosario,Nuevo Alberdi,-32.8890356,-60.7248098,4.400710,"Matheu, Nuevo Alberdi, La Cerámica y Cuyo, Distrito Norte, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",matheu|2069|rosario,1,APTO_ENTRENAMIENTO,
DG-0120,Santa Fe,1850,Granadero Baigorria,No especificado,-32.8545957,-60.7134719,1.027862,"1850, Avenida Santa Fe, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",santa fe|1850|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0121,Maipú,1430,Rosario,Rosario Centro,-32.9547342,-60.6373216,14.155881,"1430, Maipú, Rosario Centro, Distrito Centro, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, 2000, Argentina",maipu|1430|rosario,1,APTO_ENTRENAMIENTO,
DG-0122,Seco,870,Arroyo Seco,No especificado,-33.1546140,-60.5082223,39.381546,"Arroyo Seco, Municipio de Arroyo Seco, Gran Rosario, Departamento Rosario, Santa Fe, Argentina",seco|870|arroyo seco,1,REVISAR_DISTANCIA,Distancia al corralón superior a 30.0 km.
DG-0123,Montevideo,1216,Granadero Baigorria,Nuestra Señora de La Paz,-32.8630511,-60.7285633,1.604703,"Montevideo, Nuestra Señora de La Paz, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",montevideo|1216|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0124,Calle 9,62,Granadero Baigorria,Los Robles,-32.8468587,-60.7107688,1.148386,"Calle 9, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 9|62|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0125,Los Álamos,8269,Ibarlucea,Logaritmo,-32.8718463,-60.7408478,3.010319,"Los Álamos, Logaritmo, Ybarlucea, Municipio de Ybarlucea, Gran Rosario, Departamento Rosario, Santa Fe, S2142, Argentina",los alamos|8269|ibarlucea,1,APTO_ENTRENAMIENTO,
DG-0126,Moreno,3555,Granadero Baigorria,Centro,-32.8633748,-60.7052683,2.239862,"Moreno, Centro, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",moreno|3555|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0127,Yrigoyen,3533,Funes,Funes Norte,-32.8966815,-60.8092856,9.642693,"Hipólito Yrigoyen, Paseo del Norte, Funes Norte, Zona 5, Funes, Municipio de Funes, Gran Rosario, Departamento Rosario, Santa Fe, S2132, Argentina",yrigoyen|3533|funes,1,APTO_ENTRENAMIENTO,
DG-0128,La Cautiva,955,Granadero Baigorria,Bon Vivant,-32.8545260,-60.7125890,1.093638,"La Cautiva, Bon Vivant, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",la cautiva|955|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0129,Calle 11,2380,Granadero Baigorria,Los Robles,-32.8483083,-60.7120964,0.995021,"2380, Calle 11, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 11|2380|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0130,Charcas,1397,Granadero Baigorria,San Miguel,-32.8621227,-60.7192371,1.439327,"Charcas, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",charcas|1397|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0131,Jorge Newbery,1363,Granadero Baigorria,No especificado,-32.8564864,-60.7255655,0.823052,"1363, Jorge Newbery, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",jorge newbery|1363|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0132,Calle 13,2223,Granadero Baigorria,Los Robles,-32.8505297,-60.7132150,0.889039,"2223, Calle 13, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 13|2223|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0133,Jorge Newbery,1363,Granadero Baigorria,No especificado,-32.8564864,-60.7255655,0.823052,"1363, Jorge Newbery, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",jorge newbery|1363|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0134,Suipacha,1210,Granadero Baigorria,San Miguel,-32.8621768,-60.7207812,1.420334,"1210, Suipacha, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",suipacha|1210|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0135,Junín,2210,Granadero Baigorria,No especificado,-32.8519025,-60.7206490,0.326153,"2210, Junín, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",junin|2210|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0136,Junín,1218,Granadero Baigorria,San Miguel,-32.8613744,-60.7177761,1.396687,"1218, Junín, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",junin|1218|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0137,Calle 5,2642,Granadero Baigorria,Los Robles,-32.8437458,-60.7112072,1.246097,"Malvinas Argentinas, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 5|2642|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0138,Calle 3,2260,Granadero Baigorria,Los Robles,-32.8467785,-60.7108038,1.147546,"Calle 3, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 3|2260|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0139,Chaco,1149,Granadero Baigorria,Santa Rita,-32.8401483,-60.7030293,2.107659,"Chaco, Santa Rita, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",chaco|1149|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0140,Belgrano,1074,Granadero Baigorria,Centro,-32.8645038,-60.7048614,2.354769,"Belgrano, Centro, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",belgrano|1074|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0141,Moreno,783,Granadero Baigorria,Centro,-32.8633748,-60.7052683,2.239862,"Moreno, Centro, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",moreno|783|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0142,Arijón,2472,Rosario,Las Delicias,-33.0032453,-60.6552433,18.216630,"Avenida Manuel Arijón, Las Delicias, Mercedes de San Martín, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",arijon|2472|rosario,1,APTO_ENTRENAMIENTO,
DG-0143,Los Olivos,2780,Granadero Baigorria,Santa Rita,-32.8424278,-60.7036352,1.942905,"2780, Los Olivos, Santa Rita, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",los olivos|2780|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0144,Calle 2,136,Granadero Baigorria,Los Robles,-32.8475189,-60.7105448,1.152362,"Intendente Monti, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 2|136|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0145,Calle 11,2328,Granadero Baigorria,Los Robles,-32.8491885,-60.7118322,1.011420,"2328, Calle 11, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",calle 11|2328|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0146,Hipólito Yrigoyen,3302,Funes,Zona 2,-32.9320592,-60.8121298,12.412622,"3302, Hipólito Yrigoyen, San Sebastián, Zona 2, Funes, Municipio de Funes, Gran Rosario, Departamento Rosario, Santa Fe, S2132, Argentina",hipolito yrigoyen|3302|funes,1,APTO_ENTRENAMIENTO,
DG-0147,Dorrego,3380,Granadero Baigorria,Los Robles,-32.8375484,-60.7128455,1.614244,"3380, Coronel Dorrego, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",dorrego|3380|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0148,San Martín,676,Rosario,La Florida,-32.8711247,-60.6996508,3.224527,"Avenida José de San Martín, La Florida, Celedonio Escalada, Distrito Norte, Rosario, Municipio de Rosario, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",san martin|676|rosario,1,APTO_ENTRENAMIENTO,
DG-0149,Eva Perón,1062,Granadero Baigorria,San Miguel,-32.8587289,-60.7214287,1.032495,"1062, Eva Perón, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",eva peron|1062|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0150,Dorrego,1371,Granadero Baigorria,Los Robles,-32.8428550,-60.7142063,1.081064,"Coronel Dorrego, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",dorrego|1371|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0151,México,1019,Granadero Baigorria,No especificado,-32.8423930,-60.7074007,1.629359,"Pasaje Mexico, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",mexico|1019|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0152,Eva Perón,1405,Granadero Baigorria,San Miguel,-32.8583409,-60.7125263,1.364214,"Eva Perón, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",eva peron|1405|granadero baigorria,3,APTO_ENTRENAMIENTO,
DG-0153,Moreno,3340,Granadero Baigorria,Centro,-32.8633748,-60.7052683,2.239862,"Moreno, Centro, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",moreno|3340|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0154,Napoli,3550,Rosario,Luis Agote,-32.9355524,-60.6709385,10.717828,"La Bella Napoli, Tucumán, Luis Agote, Distrito Centro, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina",napoli|3550|rosario,1,APTO_ENTRENAMIENTO,
DG-0155,Jose Hernandez,1843,Granadero Baigorria,No especificado,-32.8563688,-60.7220350,0.765889,"1843, José Hernández, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",jose hernandez|1843|granadero baigorria,2,APTO_ENTRENAMIENTO,
DG-0156,Tierra del Fuego,286,Granadero Baigorria,Bon Vivant,-32.8495479,-60.7048183,1.666033,"286, Tierra del Fuego, Bon Vivant, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",tierra del fuego|286|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0157,Rawson,610,Granadero Baigorria,Bon Vivant,-32.8498624,-60.7017781,1.950435,"Rawson, Bon Vivant, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",rawson|610|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0158,Santa Fe,2192,Granadero Baigorria,No especificado,-32.8517366,-60.7144530,0.805333,"2192, Avenida Santa Fe, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",santa fe|2192|granadero baigorria,1,APTO_ENTRENAMIENTO,
DG-0159,Mitre,1228,Granadero Baigorria,San Miguel,-32.8604855,-60.7181286,1.292513,"Mitre, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina",mitre|1228|granadero baigorria,1,APTO_ENTRENAMIENTO,
